timestamp,source_ip,destination_ip,source_port,destination_port,protocol,bytes_transferred,packets,duration,flags,user_agent,action,severity,confidence,description,attack_type,country,organization,day_of_week,hour,is_weekend,is_business_hours,risk_score
2024-01-03 07:54:34,172.31.45.141,35.161.178.32,0,0,ICMP,16012,93,128.03,PSH,,allow,low,0.11,Normal network traffic,none,FR,University,Wednesday,7,False,False,0.1
2024-01-03 09:05:10,192.168.71.107,28.59.214.241,0,0,POP3,4615,81,53.09,URG,,allow,low,0.29,Normal network traffic,none,UK,Cloud Provider,Wednesday,9,False,True,0.1
2024-01-03 15:08:12,172.31.214.203,176.251.212.182,0,0,SSH,29152,63,50.26,PSH,,allow,low,0.11,Normal network traffic,none,AU,ISP,Wednesday,15,False,True,0.1
2024-01-03 18:44:44,10.203.78.86,10.166.84.168,0,0,HTTP,11140,24,165.13,URG,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,allow,low,0.24,Normal network traffic,none,JP,Cloud Provider,Wednesday,18,False,False,0.1
2024-01-03 19:00:39,10.98.209.19,6.95.65.102,9756,25,UDP,10999,6,277.16,SYN,,allow,low,0.23,Normal network traffic,none,CA,ISP,Wednesday,19,False,False,0.1
2024-01-03 19:10:42,10.5.19.73,44.60.16.42,0,0,SMTP,26178,18,288.36,SYN,,allow,low,0.18,Normal network traffic,none,UK,Cloud Provider,Wednesday,19,False,False,0.1
2024-01-03 19:51:36,192.168.158.43,90.98.33.230,0,0,HTTPS,12681,60,11.78,FIN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,allow,low,0.16,Normal network traffic,none,UK,Corporate,Wednesday,19,False,False,0.1
2024-01-04 00:03:46,216.214.166.8,10.19.2.53,32386,652,TCP,159,4,1.55,SYN,,block,high,0.72,Port scan detected from 216.214.166.8,port_scan,Unknown,Tor Exit,Thursday,0,False,False,0.6
2024-01-04 00:50:06,172.26.212.23,192.168.71.73,0,0,SMTP,31549,98,168.9,RST,,allow,low,0.26,Normal network traffic,none,UK,University,Thursday,0,False,False,0.1
2024-01-04 01:15:45,192.168.182.178,204.134.210.187,0,0,SSH,4715,37,172.15,FIN,,allow,low,0.16,Normal network traffic,none,DE,Cloud Provider,Thursday,1,False,False,0.1
2024-01-04 01:26:59,172.25.180.179,78.74.64.61,21550,25,UDP,13792,40,16.19,URG,,allow,low,0.18,Normal network traffic,none,JP,Government,Thursday,1,False,False,0.1
2024-01-04 04:33:18,10.210.240.241,42.52.111.40,0,0,FTP,33053,29,249.49,,,allow,low,0.28,Normal network traffic,none,FR,Cloud Provider,Thursday,4,False,False,0.1
2024-01-04 07:09:14,172.18.42.194,172.21.191.250,0,0,POP3,22561,18,236.54,PSH,,allow,low,0.13,Normal network traffic,none,JP,Government,Thursday,7,False,False,0.1
2024-01-04 08:51:43,192.168.127.247,87.202.19.158,0,0,HTTPS,18038,47,80.7,FIN,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,allow,low,0.1,Normal network traffic,none,UK,Cloud Provider,Thursday,8,False,False,0.1
2024-01-04 09:07:15,172.21.134.124,172.24.12.8,0,0,HTTPS,39910,32,28.78,ACK,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,allow,low,0.21,Normal network traffic,none,CA,Cloud Provider,Thursday,9,False,True,0.1
2024-01-04 09:38:44,192.168.213.121,76.110.65.34,0,0,HTTP,48908,29,292.61,FIN,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),allow,low,0.12,Normal network traffic,none,US,ISP,Thursday,9,False,True,0.1
2024-01-04 10:04:26,10.22.62.92,192.168.111.93,0,0,SSH,38016,17,146.39,PSH,,allow,low,0.16,Normal network traffic,none,UK,Government,Thursday,10,False,True,0.1
2024-01-04 10:34:28,172.24.122.33,146.76.37.134,43707,22,UDP,4831,74,41.71,PSH,,allow,low,0.18,Normal network traffic,none,DE,Cloud Provider,Thursday,10,False,True,0.1
2024-01-04 13:50:22,10.134.232.41,206.204.174.11,0,0,HTTPS,47119,75,7.09,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,allow,low,0.23,Normal network traffic,none,JP,Cloud Provider,Thursday,13,False,True,0.1
2024-01-04 15:13:21,10.255.45.186,119.16.169.21,0,0,SSH,49253,19,16.91,,,allow,low,0.18,Normal network traffic,none,FR,Government,Thursday,15,False,True,0.1
2024-01-04 16:14:34,172.19.201.56,136.248.37.94,0,0,SSH,2071,48,240.87,RST,,allow,low,0.14,Normal network traffic,none,DE,Corporate,Thursday,16,False,True,0.1
2024-01-04 22:55:43,172.23.42.226,133.48.221.170,0,0,SMTP,47685,32,144.63,URG,,allow,low,0.24,Normal network traffic,none,DE,ISP,Thursday,22,False,False,0.1
2024-01-04 23:43:05,172.27.145.62,172.24.101.226,0,0,FTP,47718,41,135.29,URG,,allow,low,0.26,Normal network traffic,none,UK,Government,Thursday,23,False,False,0.1
2024-01-05 00:01:15,33.208.108.181,192.168.94.21,37023,417,TCP,95,5,1.3,RST,,block,high,0.72,Port scan detected from 33.208.108.181,port_scan,KP,Tor Exit,Friday,0,False,False,0.6
2024-01-05 00:24:51,10.51.59.218,93.158.33.112,0,0,SSH,42793,39,68.88,URG,,allow,low,0.12,Normal network traffic,none,JP,Government,Friday,0,False,False,0.1
2024-01-05 01:03:17,10.217.227.119,10.169.33.62,0,0,SSH,41144,76,7.58,SYN,,allow,low,0.26,Normal network traffic,none,US,Government,Friday,1,False,False,0.1
2024-01-05 02:01:57,192.168.147.77,63.154.39.157,0,0,HTTPS,21882,98,37.96,,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,allow,low,0.25,Normal network traffic,none,US,University,Friday,2,False,False,0.1
2024-01-05 08:10:37,192.168.163.173,178.69.182.42,4490,53,TCP,27557,82,273.64,FIN,,allow,low,0.11,Normal network traffic,none,UK,Cloud Provider,Friday,8,False,False,0.1
2024-01-05 08:13:53,172.29.139.77,10.121.171.250,0,0,ICMP,19800,16,14.42,RST,,allow,low,0.23,Normal network traffic,none,FR,Government,Friday,8,False,False,0.1
2024-01-05 09:42:55,192.168.16.59,10.88.133.111,0,0,SSH,14420,8,79.42,RST,,allow,low,0.1,Normal network traffic,none,US,ISP,Friday,9,False,True,0.1
2024-01-05 10:14:38,172.16.57.109,123.139.186.183,0,0,DNS,18316,38,144.13,URG,,allow,low,0.29,Normal network traffic,none,US,Cloud Provider,Friday,10,False,True,0.1
2024-01-05 11:15:37,10.20.241.57,125.136.206.163,0,0,ICMP,45972,18,148.78,SYN,,allow,low,0.23,Normal network traffic,none,JP,ISP,Friday,11,False,True,0.1
2024-01-05 11:56:05,172.19.172.162,177.131.65.33,29156,22,TCP,13694,89,14.39,ACK,,allow,low,0.18,Normal network traffic,none,DE,ISP,Friday,11,False,True,0.1
2024-01-05 12:10:56,192.168.255.56,192.168.69.175,54264,17150,TCP,11386,50,195.4,RST,,allow,low,0.13,Normal network traffic,none,JP,Cloud Provider,Friday,12,False,True,0.1
2024-01-05 12:50:45,10.248.39.232,145.164.198.70,0,0,FTP,11848,4,95.73,ACK,,allow,low,0.11,Normal network traffic,none,AU,University,Friday,12,False,True,0.1
2024-01-05 13:44:06,172.16.182.67,150.26.43.217,0,0,DNS,17159,80,132.15,SYN,,allow,low,0.12,Normal network traffic,none,AU,ISP,Friday,13,False,True,0.1
2024-01-05 15:46:25,172.19.119.58,58.12.203.198,0,0,FTP,15275,58,111.01,PSH,,allow,low,0.12,Normal network traffic,none,UK,University,Friday,15,False,True,0.1
2024-01-05 16:41:39,10.84.1.38,172.23.104.234,1260,22,UDP,37698,91,55.86,RST,,allow,low,0.28,Normal network traffic,none,AU,Corporate,Friday,16,False,True,0.1
2024-01-05 16:48:18,192.168.212.114,192.168.102.118,0,0,DNS,38708,5,62.73,PSH,,allow,low,0.2,Normal network traffic,none,UK,Corporate,Friday,16,False,True,0.1
2024-01-05 18:59:42,172.28.7.253,172.26.69.246,30571,143,UDP,23509,24,18.15,,,allow,low,0.1,Normal network traffic,none,CA,Corporate,Friday,18,False,False,0.1
2024-01-05 19:23:58,10.231.39.140,109.157.33.95,0,0,SSH,29084,76,203.15,FIN,,allow,low,0.17,Normal network traffic,none,DE,ISP,Friday,19,False,False,0.1
2024-01-05 19:57:37,192.168.186.253,50.143.12.126,0,0,SSH,20941,22,15.7,ACK,,allow,low,0.24,Normal network traffic,none,UK,Government,Friday,19,False,False,0.1
2024-01-05 21:30:25,192.168.121.192,175.55.92.30,62343,41393,UDP,43835,78,8.45,,,allow,low,0.17,Normal network traffic,none,US,Cloud Provider,Friday,21,False,False,0.1
2024-01-05 21:41:55,10.187.208.87,10.232.41.177,0,0,SSH,27605,18,111.44,SYN,,allow,low,0.27,Normal network traffic,none,DE,ISP,Friday,21,False,False,0.1
2024-01-06 00:02:39,40.86.76.233,172.21.177.181,22720,313,TCP,127,3,0.59,RST,,block,medium,0.95,Port scan detected from 40.86.76.233,port_scan,IR,Tor Exit,Saturday,0,True,False,0.6
2024-01-06 00:59:35,172.23.81.145,10.101.131.37,0,0,POP3,17220,90,255.56,SYN,,allow,low,0.18,Normal network traffic,none,DE,Cloud Provider,Saturday,0,True,False,0.1
2024-01-06 02:06:51,172.28.58.231,10.246.199.248,0,0,HTTP,38672,36,199.66,RST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,allow,low,0.25,Normal network traffic,none,FR,Corporate,Saturday,2,True,False,0.1
2024-01-06 02:27:13,172.26.55.176,56.255.106.223,0,0,ICMP,7864,46,174.73,RST,,allow,low,0.17,Normal network traffic,none,JP,ISP,Saturday,2,True,False,0.1
2024-01-06 02:36:56,192.168.144.204,208.125.93.161,33597,993,UDP,284,20,287.59,FIN,,allow,low,0.25,Normal network traffic,none,AU,Cloud Provider,Saturday,2,True,False,0.1
2024-01-06 09:10:56,10.96.45.157,192.168.36.227,0,0,ICMP,28008,32,136.56,URG,,allow,low,0.29,Normal network traffic,none,US,Cloud Provider,Saturday,9,True,True,0.1
2024-01-06 09:15:23,10.17.8.68,69.217.125.55,0,0,SSH,1836,51,144.97,RST,,allow,low,0.23,Normal network traffic,none,US,Government,Saturday,9,True,True,0.1
2024-01-06 10:39:15,172.31.25.234,10.11.161.228,0,0,ICMP,48754,77,265.07,URG,,allow,low,0.18,Normal network traffic,none,FR,ISP,Saturday,10,True,True,0.1
2024-01-06 12:36:18,172.28.122.115,192.168.115.81,22151,22,TCP,17028,29,175.35,,,allow,low,0.17,Normal network traffic,none,DE,ISP,Saturday,12,True,True,0.1
2024-01-06 12:36:22,10.10.126.52,112.228.217.23,0,0,FTP,28726,33,104.53,FIN,,allow,low,0.17,Normal network traffic,none,UK,Government,Saturday,12,True,True,0.1
2024-01-06 15:50:44,172.29.183.210,175.60.232.123,0,0,POP3,45946,8,120.86,RST,,allow,low,0.15,Normal network traffic,none,DE,Cloud Provider,Saturday,15,True,True,0.1
2024-01-06 19:30:53,10.98.109.42,48.204.198.192,0,0,DNS,17201,91,239.06,FIN,,allow,low,0.26,Normal network traffic,none,UK,Government,Saturday,19,True,False,0.1
2024-01-07 01:41:53,10.21.180.198,192.168.119.31,0,0,HTTP,10066,18,150.23,FIN,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),allow,low,0.25,Normal network traffic,none,JP,Government,Sunday,1,True,False,0.1
2024-01-07 04:59:54,192.168.21.243,10.190.184.202,42912,995,TCP,42488,30,21.92,ACK,,allow,low,0.13,Normal network traffic,none,AU,Corporate,Sunday,4,True,False,0.1
2024-01-07 10:27:50,10.102.30.151,172.30.21.83,0,0,SSH,18018,14,22.42,ACK,,allow,low,0.17,Normal network traffic,none,DE,Cloud Provider,Sunday,10,True,True,0.1
2024-01-07 10:35:31,192.168.170.250,180.178.28.198,0,0,DNS,42027,50,209.61,ACK,,allow,low,0.26,Normal network traffic,none,FR,Government,Sunday,10,True,True,0.1
2024-01-07 13:50:06,172.20.181.42,145.240.121.158,0,0,SSH,39937,97,266.84,PSH,,allow,low,0.26,Normal network traffic,none,US,Government,Sunday,13,True,True,0.1
2024-01-07 19:19:14,172.19.243.10,10.44.118.229,0,0,POP3,32463,22,272.54,ACK,,allow,low,0.12,Normal network traffic,none,DE,Cloud Provider,Sunday,19,True,False,0.1
2024-01-07 21:44:01,192.168.165.30,172.18.152.17,6439,21,TCP,31572,13,131.75,PSH,,allow,low,0.23,Normal network traffic,none,US,Cloud Provider,Sunday,21,True,False,0.1
2024-01-07 23:06:40,192.168.140.238,192.168.80.92,0,0,POP3,15413,95,13.66,ACK,,allow,low,0.14,Normal network traffic,none,CA,ISP,Sunday,23,True,False,0.1
2024-01-07 23:09:22,10.58.245.238,193.149.133.41,0,0,FTP,5637,70,243.85,PSH,,allow,low,0.23,Normal network traffic,none,FR,Government,Sunday,23,True,False,0.1
2024-01-08 01:35:50,172.20.129.254,98.25.78.227,0,0,FTP,42912,12,194.03,RST,,allow,low,0.19,Normal network traffic,none,UK,Corporate,Monday,1,False,False,0.1
2024-01-08 03:40:48,10.190.166.33,192.168.118.59,0,0,HTTP,17849,38,90.97,FIN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,allow,low,0.22,Normal network traffic,none,US,Government,Monday,3,False,False,0.1
2024-01-08 04:12:26,192.168.223.106,10.96.232.139,0,0,HTTPS,20830,81,182.89,SYN,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),allow,low,0.27,Normal network traffic,none,DE,University,Monday,4,False,False,0.1
2024-01-08 05:23:02,192.168.13.18,172.22.196.112,0,0,HTTPS,20583,66,214.76,URG,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,allow,low,0.26,Normal network traffic,none,JP,University,Monday,5,False,False,0.1
2024-01-08 07:12:53,172.20.224.80,192.168.242.118,44897,995,TCP,14348,60,209.87,,,allow,low,0.17,Normal network traffic,none,FR,Cloud Provider,Monday,7,False,False,0.1
2024-01-08 07:18:10,192.168.33.113,172.16.89.236,0,0,SMTP,49643,40,56.4,ACK,,allow,low,0.23,Normal network traffic,none,US,ISP,Monday,7,False,False,0.1
2024-01-08 08:31:19,10.155.110.12,176.166.190.153,0,0,DNS,14667,77,131.18,ACK,,allow,low,0.12,Normal network traffic,none,AU,ISP,Monday,8,False,False,0.1
2024-01-08 10:56:26,10.226.209.123,39.96.54.34,0,0,SSH,12171,4,228.76,PSH,,allow,low,0.22,Normal network traffic,none,FR,Cloud Provider,Monday,10,False,True,0.1
2024-01-08 12:36:16,172.16.18.228,157.176.66.49,0,0,HTTP,22413,57,161.35,RST,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,allow,low,0.26,Normal network traffic,none,FR,University,Monday,12,False,True,0.1
2024-01-08 14:09:49,172.18.58.2,10.161.46.16,27346,64353,TCP,10833,56,18.53,,,allow,low,0.11,Normal network traffic,none,JP,ISP,Monday,14,False,True,0.1
2024-01-08 15:13:19,172.27.241.31,160.164.14.201,0,0,SSH,1756,43,8.65,RST,,allow,low,0.11,Normal network traffic,none,AU,ISP,Monday,15,False,True,0.1
2024-01-08 20:42:34,10.53.89.165,192.168.234.228,0,0,POP3,484,68,111.46,,,allow,low,0.12,Normal network traffic,none,AU,Cloud Provider,Monday,20,False,False,0.1
2024-01-08 23:15:29,192.168.76.8,172.18.87.61,0,0,FTP,13641,19,77.97,FIN,,allow,low,0.22,Normal network traffic,none,JP,Cloud Provider,Monday,23,False,False,0.1
2024-01-08 23:41:23,10.143.85.184,10.215.8.237,0,0,SMTP,31558,38,278.43,ACK,,allow,low,0.12,Normal network traffic,none,DE,ISP,Monday,23,False,False,0.1
2024-01-09 00:02:12,139.121.13.94,192.168.94.21,35029,746,TCP,119,4,0.85,RST,,block,high,0.88,Port scan detected from 139.121.13.94,port_scan,KP,Unknown,Tuesday,0,False,False,0.6
2024-01-09 00:04:09,2.131.189.95,10.249.125.227,14545,662,TCP,55,1,0.27,FIN,,block,medium,0.76,Port scan detected from 2.131.189.95,port_scan,RU,Unknown,Tuesday,0,False,False,0.6
2024-01-09 01:09:28,172.21.87.140,192.168.157.186,0,0,DNS,21987,6,209.28,URG,,allow,low,0.27,Normal network traffic,none,FR,Government,Tuesday,1,False,False,0.1
2024-01-09 02:39:45,172.28.215.81,54.67.241.145,0,0,FTP,34436,100,145.26,PSH,,allow,low,0.2,Normal network traffic,none,AU,Corporate,Tuesday,2,False,False,0.1
2024-01-09 09:38:01,192.168.154.138,10.113.155.34,0,0,SMTP,14142,41,6.61,,,allow,low,0.29,Normal network traffic,none,AU,University,Tuesday,9,False,True,0.1
2024-01-09 11:52:28,172.23.45.134,61.147.24.238,26031,110,UDP,44965,41,289.75,SYN,,allow,low,0.1,Normal network traffic,none,UK,ISP,Tuesday,11,False,True,0.1
2024-01-09 18:46:45,172.16.126.178,10.66.233.150,0,0,DNS,22103,85,299.41,URG,,allow,low,0.29,Normal network traffic,none,DE,Corporate,Tuesday,18,False,False,0.1
2024-01-09 18:49:14,172.18.124.33,173.218.25.79,0,0,DNS,32093,83,190.56,URG,,allow,low,0.12,Normal network traffic,none,CA,Government,Tuesday,18,False,False,0.1
2024-01-10 00:03:02,143.180.127.172,172.20.97.120,55636,456,TCP,187,4,1.07,SYN,,block,high,0.9,Port scan detected from 143.180.127.172,port_scan,IR,Unknown,Wednesday,0,False,False,0.6
2024-01-10 00:04:36,216.214.166.8,172.20.97.120,14570,448,TCP,157,3,1.68,SYN,,block,high,0.8,Port scan detected from 216.214.166.8,port_scan,CN,Suspicious,Wednesday,0,False,False,0.6
2024-01-10 00:19:36,192.168.171.138,117.252.68.218,0,0,POP3,33108,60,81.92,,,allow,low,0.12,Normal network traffic,none,CA,Government,Wednesday,0,False,False,0.1
2024-01-10 00:58:09,172.21.179.169,192.168.158.77,0,0,DNS,12273,41,138.99,,,allow,low,0.29,Normal network traffic,none,US,Government,Wednesday,0,False,False,0.1
2024-01-10 03:03:29,192.168.112.91,200.75.73.100,0,0,POP3,36323,78,268.05,ACK,,allow,low,0.15,Normal network traffic,none,JP,Cloud Provider,Wednesday,3,False,False,0.1
2024-01-10 06:09:19,192.168.110.156,72.65.216.20,0,0,HTTP,36098,33,78.28,URG,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,allow,low,0.18,Normal network traffic,none,US,University,Wednesday,6,False,False,0.1
2024-01-10 08:21:02,10.206.122.240,172.21.220.147,0,0,ICMP,4567,60,267.73,ACK,,allow,low,0.29,Normal network traffic,none,AU,University,Wednesday,8,False,False,0.1
2024-01-10 14:57:39,192.168.182.36,172.30.187.56,0,0,DNS,21595,39,106.23,SYN,,allow,low,0.17,Normal network traffic,none,JP,ISP,Wednesday,14,False,True,0.1
2024-01-10 17:09:30,172.22.212.191,146.16.194.16,0,0,ICMP,23754,56,293.57,ACK,,allow,low,0.11,Normal network traffic,none,AU,Corporate,Wednesday,17,False,True,0.1
2024-01-10 17:58:33,10.8.84.215,10.48.179.139,55409,110,TCP,47463,39,82.47,,,allow,low,0.17,Normal network traffic,none,US,Cloud Provider,Wednesday,17,False,True,0.1
2024-01-10 18:24:09,172.22.189.191,89.147.106.88,0,0,SMTP,45916,65,165.53,URG,,allow,low,0.26,Normal network traffic,none,US,Cloud Provider,Wednesday,18,False,False,0.1
2024-01-10 19:52:04,10.0.190.202,89.40.48.83,0,0,SMTP,29679,34,81.45,,,allow,low,0.22,Normal network traffic,none,JP,University,Wednesday,19,False,False,0.1
2024-01-10 21:49:35,172.18.39.59,10.169.9.176,0,0,POP3,43358,92,132.01,URG,,allow,low,0.23,Normal network traffic,none,CA,ISP,Wednesday,21,False,False,0.1
2024-01-11 00:03:15,139.121.13.94,10.193.10.8,10634,703,TCP,78,3,0.94,FIN,,block,high,0.79,Port scan detected from 139.121.13.94,port_scan,RU,Botnet,Thursday,0,False,False,0.6
2024-01-11 00:52:29,10.85.179.13,192.168.246.225,0,0,POP3,17975,77,75.34,URG,,allow,low,0.18,Normal network traffic,none,UK,ISP,Thursday,0,False,False,0.1
2024-01-11 01:44:56,192.168.200.65,192.168.155.191,0,0,ICMP,43746,96,113.16,SYN,,allow,low,0.16,Normal network traffic,none,FR,Corporate,Thursday,1,False,False,0.1
2024-01-11 04:26:25,10.175.117.54,172.27.143.210,29224,22,TCP,4438,62,250.8,URG,,allow,low,0.11,Normal network traffic,none,JP,ISP,Thursday,4,False,False,0.1
2024-01-11 04:43:35,10.12.178.2,159.112.228.92,7084,80,UDP,39919,83,58.63,PSH,,allow,low,0.14,Normal network traffic,none,AU,University,Thursday,4,False,False,0.1
2024-01-11 05:18:19,192.168.126.159,10.63.78.28,54304,110,TCP,43008,52,39.44,URG,,allow,low,0.28,Normal network traffic,none,AU,Corporate,Thursday,5,False,False,0.1
2024-01-11 07:35:09,192.168.253.46,172.23.1.216,0,0,HTTPS,16143,29,132.16,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,allow,low,0.13,Normal network traffic,none,UK,ISP,Thursday,7,False,False,0.1
2024-01-11 07:59:33,10.250.216.122,191.80.9.89,0,0,HTTPS,44911,46,106.68,FIN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,allow,low,0.3,Normal network traffic,none,FR,University,Thursday,7,False,False,0.1
2024-01-11 09:23:57,10.107.143.38,172.19.74.21,24202,993,TCP,26696,80,224.87,ACK,,allow,low,0.27,Normal network traffic,none,AU,ISP,Thursday,9,False,True,0.1
2024-01-11 10:43:00,10.101.133.140,192.168.211.151,55755,22,TCP,16697,36,113.08,ACK,,allow,low,0.27,Normal network traffic,none,AU,Government,Thursday,10,False,True,0.1
2024-01-11 13:17:35,192.168.82.101,2.169.238.182,0,0,HTTPS,10209,6,46.2,FIN,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,allow,low,0.11,Normal network traffic,none,JP,Cloud Provider,Thursday,13,False,True,0.1
2024-01-11 14:03:10,10.202.61.68,8.195.218.45,0,0,POP3,23260,28,272.5,FIN,,allow,low,0.16,Normal network traffic,none,CA,Corporate,Thursday,14,False,True,0.1
2024-01-11 14:56:03,192.168.16.25,10.81.148.58,0,0,HTTP,26416,20,158.65,PSH,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),allow,low,0.21,Normal network traffic,none,JP,University,Thursday,14,False,True,0.1
